courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
PSYC-297L,RsRch Des & Stat I Lab,PSYC,Psychology,3,UG,LEC,R,M,M,M,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,,,R,R,R,R,R,R
PSYC-315,AbnoRmal Psyc,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-326,Biol Basis foR BehavioR,PSYC,Psychology,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-326L,Physiological Psyc Lab,PSYC,Psychology,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-336,Lang Acquisition & Dev,PSYC,Psychology,3,UG,LEC,M,R,M,M,R,M,M,,,,R,R,R,R,R,R,R,R,,R,,,,,R,R,R,M
PSYC-346,PeRsonality TheoRies,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-357,Psychological Testing,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-377,Fund of Counseling,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-384,ExpeRimental Psyc,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-390,Health Psychology,PSYC,Psychology,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-405,Sex Abuse AwaRe & PRev,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-416,Hist & Syst of Psyc,PSYC,Psychology,3,UG,LEC,M,M,M,M,R,R,M,,,M,,,M,M,M,M,M,R,R,R,,,,R,M,M,M,M
PSYC-422,Issues in Adolescence,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-426,Issues in Psyc & Rlgn,PSYC,Psychology,3,UG,LEC,M,R,M,M,M,M,M,M,R,R,R,,M,M,M,M,R,R,R,M,,,,M,M,M,M,M
PSYC-455,Psyc EmeRging Adulthood,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-460,GRoup PRocesses,PSYC,Psychology,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-465,Topics in Psychology,PSYC,Psychology,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-479,Family Counseling,PSYC,Psychology,1,UG,LEC,M,R,,M,R,M,M,,,,,,,,,,,R,,R,,,,,R,R,R,
PSYC-490,Psychology SeminaR,PSYC,Psychology,0,UG,PRAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-491,Psyc PRacticum,PSYC,Psychology,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-497L,RsRch Des&Stat I Lab,PSYC,Psychology,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-498,RsRch Design & Stat I,PSYC,Psychology,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSYC-498L,RsRch Des & Stat I Lab,PSYC,Psychology,0,UG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTAS-100,PT PeRspectives,PTAP,Physical Therapist Ast Program,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,,,I,I,I,I,I,I,I,I
PTAS-105,Kinesiology,PTAP,Physical Therapist Ast Program,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
PTAS-115,Fund of PT PRactice,PTAP,Physical Therapist Ast Program,4,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
PTAS-201,ObseRvation & MeasuRement,PTAP,Physical Therapist Ast Program,2,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PTAS-205,TheRapeutic Modalities,PTAP,Physical Therapist Ast Program,4,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
PTAS-209,ORthopedic Rehab,PTAP,Physical Therapist Ast Program,2,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PTAS-212,Clinical Pathology,PTAP,Physical Therapist Ast Program,2,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
PTAS-215,NeuRomusculaR Rehab,PTAP,Physical Therapist Ast Program,4,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PTAS-218,Rehabilitation,PTAP,Physical Therapist Ast Program,3,UG,LEC,M,M,M,M,M,M,M,,,,,,R,R,R,R,R,R,R,R,M,M,M,M,R,R,R,R
PTAS-220,TheRapeutic ExeRcise With Lab,PTAP,Physical Therapist Ast Program,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PTAS-225,Capstone SeminaR,PTAP,Physical Therapist Ast Program,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,,M,M,,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PTAS-235,Clinical Affiliation I,PTAP,Physical Therapist Ast Program,4,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R
PTAS-245,Clinical Affiliation I,PTAP,Physical Therapist Ast Program,6,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
PTAS-255,Clinical Affiliation II,PTAP,Physical Therapist Ast Program,6,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M
RELB-125,Life & Tchgs of Jesus,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,I,,I,,,,,
RELB-125T,Life & Tchgs of Jesus,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,I,,I,,,,,
RELB-175,Acts of the Apostles,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELB-175T,Acts of the Apostles,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELB-225,PRophetic Studies,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,R,,,,
RELB-237,ARchaeology & OT,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,R,,,,
RELB-245,OT Studies I,REL,Religion,3,UG,LEC,I,,,,,I,I,,,,,,,,,,,,,,,,,,,,,
RELB-246,OT Studies I,REL,Religion,3,UG,LEC,I,,,,,I,I,,,,,,,,,,,,,,,,,,,,,
RELB-247,ARchaeology & NT,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,R,R,,,,
RELB-255,ARchaeological FieldwoRk,REL,Religion,1,UG,LEC,,,,,R,R,R,R,R,R,,R,R,R,R,R,I,I,I,I,I,I,,,I,I,I,I
RELB-260,Sexuality & ScRiptuRe,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,,I,I,I,I
RELB-265,Topics in Biblical Studies (Not cuRRently taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELB-268,SeRmon on the Mount (not cuRRently taught),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELB-270,Epistle to the Romans,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,
RELB-325,PRophetic Studies,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,
RELB-340,Middle East Study TouR,REL,Religion,1,UG,LEC,,,,,R,,R,,,,,,R,R,R,R,,,,,,,,,,,,
RELB-425,Studies in Daniel,REL,Religion,3,UG,LEC,M,M,,M,R,R,R,,R,,,,,,,,,,,,,,M,,,,,
RELB-426,Studies in Revelation,REL,Religion,3,UG,LEC,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,
RELB-426T,Studies in Revelation,REL,Religion,3,UG,LEC,,,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,
RELB-435,NT Studies I,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,R,,R,,,,,,,,R,,,,,
RELB-436,NT Studies I,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,,,,,R,,R,,,,,,,,R,,,,,
RELB-455,ARchaeological FieldwoRk,REL,Religion,3,UG,LEC,,,,,R,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,,,,,R,R,R,
RELB-465,Topics in Biblical Studies (Not cuRRently taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELB-477,"Exodus,Egypt WaR & ARch",REL,Religion,3,UG,LEC,M,M,R,R,R,R,R,,R,,,,,,,,,,,,R,,R,R,,,,
RELB-479,Bibl Image ARch NeaR East,REL,Religion,3,UG,LEC,M,M,R,R,R,R,R,,R,,,,,,,,,,,,R,,R,R,,,,
RELB-481,"David, Solomon & ARcheology",REL,Religion,3,UG,LEC,M,M,R,R,R,R,R,,R,,,,,,,,,,,,R,,R,R,,,,
RELB-483,"Sanct, Temple & ARch Rlgn",REL,Religion,3,UG,LEC,M,M,R,R,R,R,R,,R,,,,,,,,,,,,,,R,R,,,,
RELB-497,ARchaeol Meth & TheoRy,REL,Religion,3,UG,LEC,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,
RELB-548,Jesus As HealeR,REL,Religion,3,GR,LEC,R,R,,R,R,R,R,,,,,,,,,,,,,,,,,,,,,
RELL-181,Biblical HebRew I,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELL-181L,Bibl HebRew I Lab,REL,Religion,0,UG,LAB,,,,,,,,,,,,,I,,,,,,,,,,,,,,,
RELL-182,Biblical HebRew I,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELL-182L,Bibl HebRew I Lab,REL,Religion,0,UG,LAB,,,,,,,,,,,,,I,,,,,,,,,,,,,,,
RELL-191,NT GReek I,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELL-191L,NT GReek I Lab,REL,Religion,0,UG,LAB,,,,,,,,,,,,,I,,,,,,,,,,,,,,,
RELL-192,NT GReek I,REL,Religion,3,UG,LEC,,,,,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELL-192L,NT GReek I Lab,REL,Religion,0,UG,LAB,,,,,,,,,,,,,I,,,,,,,,,,,,,,,
RELL-221,IntRo Biblical Exegesis,REL,Religion,2,UG,LEC,R,,,R,R,R,R,,,,,,,,,,R,,R,,,,,,,,,
RELL-330,InteRmediate HebRew,REL,Religion,3,UG,LEC,R,,,R,R,R,R,,,,,,,,,,R,,R,,,,,,,,,
RELL-331,InteRmediate GReek,REL,Religion,3,UG,LEC,,,,,R,R,R,,,,,,,,,,R,,R,,,,,,,,,
RELL-465,Topics in Biblical Languages (not cuRRently taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-150,IntRo to MinistRy,REL,Religion,2,UG,LEC,,,,I,I,I,I,,,,,,I,,,I,,,,,,,,,,,,
RELP-207,Mission PRacticum (not cuRRently taught),REL,Religion,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-240,WoRld Missions,REL,Religion,3,UG,LEC,R,R,R,R,R,R,R,,,,,,R,R,R,R,,,,,R,,R,R,,,,
RELP-251,IntRo to Youth MinistRy,REL,Religion,3,UG,LEC,R,R,R,R,R,R,R,R,,,,,,,,,,,,,,,R,R,R,,,
RELP-252,InteRm Youth MinistRy,REL,Religion,3,UG,LEC,R,R,R,R,R,R,R,R,,,,,,,,,,,,,,,R,R,R,,,
RELP-257,Museum Education,REL,Religion,1,UG,LEC,,,,,R,,,,,,,,,,,,,,,,,,,,,,,
RELP-264,ChRistian Witnessing,REL,Religion,3,UG,LEC,,,,,R,,,R,,,R,R,,,,,,,,,,,,,R,,,
RELP-265,Topics (not cuRRently taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-266,Evangelism SeminaR (not cuRRently taught),REL,Religion,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-267,IntRo to ChRistian LeadeRship,REL,Religion,2,UG,LEC,I,I,,I,I,I,I,I,,I,,I,,,,,,,,,,,,,,,,
RELP-291,PRacticum,REL,Religion,1,UG,PRAC,,,,,,,,,,,,,,,,,,,,,,,,,R,,,
RELP-321,IntRo Biblical PRchg,REL,Religion,2,UG,LEC,R,R,R,R,R,R,R,R,,,R,,,,,,,,,,,,R,R,R,,,
RELP-322,InteR Biblical PReach,REL,Religion,2,UG,LEC,M,M,M,M,M,M,M,M,,,M,,,,,,,,,,,,M,M,M,,,
RELP-338,Missions and Health (taught by the School of NuRsing--see theiR listing),REL,Religion,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-340,WoRld Missions,REL,Religion,3,UG,LEC,R,R,R,R,R,R,R,,,,,,R,R,R,R,,,,,R,,R,R,,,,
RELP-354,IntRo Bibl Coun & Conf Resol,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,R,,R,,,,,,R,,R,R,,,R,,R,R,R,R
RELP-363,PeRsonal Evangelism,REL,Religion,3,UG,LEC,,,,,R,R,R,R,,,R,R,,,,,,,,,,,,,,,,
RELP-370,InteRpeRsonal MinistRy,REL,Religion,2,UG,LEC,R,,,R,R,R,R,R,,,R,,,,,,,,,,,,,,R,R,R,R
RELP-391,PRacticum,REL,Religion,1,UG,PRAC,,,,,R,R,,R,,,,,,,,,,,,,,,,,,,,
RELP-401,Fundam of Biblical PReaching (this class is not being taught cuRRently),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-405,Evangelistic PReaching,REL,Religion,1,UG,LEC,,M,M,M,M,M,M,M,,,M,,,,,,,,,,,,,,,,,
RELP-423,Adv Biblical PReaching (this class is not cuRRently being offeRed),REL,Religion,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-435,Levantine CeRamic Typol,REL,Religion,1,UG,LEC,M,M,,M,M,M,M,,M,,,,,,,,,,,,M,M,M,M,,,,
RELP-450,ChuRch MinistRy I,REL,Religion,3,UG,LEC,M,M,,M,M,M,M,M,,M,M,M,M,,,,,,,,,,,,,,,
RELP-452,ChuRch MinistRy I,REL,Religion,3,UG,LEC,M,M,,M,M,M,M,M,,M,M,M,M,,,,,,,,,,,,,,,
RELP-465,Topics in PRof TRaining (this class is not cuRRently being taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELP-466,Public Evangelism,REL,Religion,3,UG,LEC,,M,M,M,M,M,M,M,,,M,,,,M,M,,,,,,,,,,,,
RELP-467,Health Evangelism (this class is not cuRRently being taught),REL,Religion,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-138,Adventist HeRitage,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELT-138T,Adventist HeRitage,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELT-139,Adventist HeRitage TouR (this class is not cuRRently being taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-177,ChRistian SpiRituality,REL,Religion,3,UG,LEC,I,,,I,I,I,I,,,,,,,,,,,,,,,,,,,,,
RELT-201,Bibl PRin Daily Living (this class is not cuRRently being taught),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-225,Last Day Events (this class is not cuRRently being taught),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-255,ChRistian Beliefs,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,,,I,I,,,,I
RELT-255T,ChRistian Beliefs,REL,Religion,3,UG,LEC,I,I,,I,I,I,I,,,,,,,,,,,,,,,,I,I,,,,I
RELT-264,Topics in Theological Studies (this class is not cuRRently being taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-317,Iss Phys Sci & Rlgn (this class is taught out of the Phycis Dept.--see theiR listing),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-320,Iss Phys Sci & Rlgn (this class is taught out of the Phycis Dept.--see theiR listing),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-358,WoRld Religions,REL,Religion,3,UG,LEC,M,M,M,M,M,M,M,,,,,,M,,M,M,,,,,M,M,M,M,M,,,M
RELT-373,ChRistian Ethics,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,R,,R,,,,,,,,,,,,,,,,,
RELT-373T,ChRistian Ethics,REL,Religion,3,UG,LEC,R,R,,R,R,R,R,,R,,R,,,,,,,,,,,,,,,,,
RELT-421,Issues Sci & Soci (this class is taught by the Biology Dept.--see theiR listing),REL,Religion,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-439,PRophetic Min EGW,REL,Religion,2,UG,LEC,M,M,M,M,M,M,M,,M,,,,,,,,M,M,,,M,,,M,,,,
RELT-458,WoRld Religions,REL,Religion,3,UG,LEC,M,M,M,M,M,M,M,,,,,,M,,M,M,,,,,M,M,M,M,M,,,M
RELT-465,Topics in Theological Studies (this class is not cuRRently being taught),REL,Religion,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELT-467,ChRistian Phil & WoRldviews,REL,Religion,3,UG,LEC,M,M,M,M,M,M,M,,,,,,M,,M,M,,,,,M,,M,M,,,,M
RELT-484,ChRistian Theology I,REL,Religion,3,UG,LEC,M,M,,M,M,M,M,,,,,,,,,,,,,,M,,M,M,,,M,M
RELT-485,ChRistian Theol I,REL,Religion,3,UG,LEC,M,M,M,M,M,M,M,,,,,,M,,M,M,,,,,M,,M,M,,,M,M
BRDC-127,IntRo to Digital StoRytelling,JOUR,Journalism And Communication,3,UG,LEC,I,I,R,I,R,I,R,I,I,,I,I,I,I,I,I,,,,,,,I,R,I,I,I,I
BRDC-201,IntRo to Digital Media,JOUR,Journalism And Communication,3,UG,LEC,,R,R,R,R,R,R,R,R,R,R,R,I,I,R,R,,,,,I,I,I,R,R,R,R,R
BRDC-202,Digital Audio PRod,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,I,R,R,R,R,R,I,I,,,,,,,,,,,,,,,,
BRDC-225,Studio & Event PRod,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,R,R,R,R,R,R
BRDC-245,SenioR PRoject,JOUR,Journalism And Communication,1,UG,RSCH,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M,M,M,M,M
BRDC-265,Topics in BRoadcasting,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDC-291,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,R,R,R
BRDC-314,BRoadcast News WRiting,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,R,M,M,M,R,R,R,,,,,,,,,,,,,,,,,,
BRDC-315,ScRiptwRiting,JOUR,Journalism And Communication,3,UG,LEC,M,R,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDC-327,Adv Digital StoRytelling,JOUR,Journalism And Communication,3,UG,LEC,,R,R,M,M,M,M,R,R,M,R,R,R,R,R,R,R,R,R,R,,,R,R,R,R,M,M
BRDC-391,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,R,R,R
BRDC-417,Media Mgmt & MinistRy,JOUR,Journalism And Communication,3,UG,LEC,M,R,R,M,M,M,R,M,M,R,R,M,R,R,R,R,R,M,M,M,R,R,M,M,R,M,M,M
BRDC-442,Television & News PRod,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M,M,M,M,M
BRDC-445,SenioR PRoject,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M,M,M,M,M
BRDC-465,Topics in BRoadcasting,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRDC-493,BRoadcast/Media PRod InteRn,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,M,M,M,M,M,M,M,M
COMM-103,IntRo to Mass Communication,JOUR,Journalism And Communication,3,UG,LEC,I,,,I,I,I,I,,,,,,,,,,,,,,I,,I,,,,,
COMM-135,Comm & Public Speaking,JOUR,Journalism And Communication,3,UG,LEC,I,I,I,I,I,R,I,I,,,,,I,I,I,I,,I,,,,I,I,I,I,,,I
COMM-145,H:Comm & Public Speaking,JOUR,Journalism And Communication,3,UG,LEC,I,I,I,I,I,R,I,I,,,,,I,I,I,I,,I,,,,I,I,I,I,,,I
COMM-200,ChRistian SeRv JouR/Comm,JOUR,Journalism And Communication,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-210,Comm Conv/Study TouR,JOUR,Journalism And Communication,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-230,IntRo to Acting,JOUR,Journalism And Communication,3,UG,LEC,,I,R,R,,,,R,,,I,I,I,I,I,I,,R,R,R,,,,,R,R,R,R
COMM-240,Communication TheoRy,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,,,R,R,I,,,,,,R,R,R,R,,,I,R,R,I,I,I
COMM-242,IntRo to Web Design,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,,,,R,,,,,,,,,,R,R,R,,,,,,,R,R
COMM-265,Topics,JOUR,Journalism And Communication,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-291,Communication PRacticum,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-300,ChRistian SeRv JouR/Comm,JOUR,Journalism And Communication,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-312,PRofessional Comm/LdRshp,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,M,R,R,M,M,M,R,M,M,R,R,R,M,M,M,M,,,R,M,M,R,R,R
COMM-326,Film Evaluation,JOUR,Journalism And Communication,3,UG,LEC,M,R,,M,R,R,,,M,,,,,,,,,M,,,,,M,M,R,,,R
COMM-330,InteRcultuRal Comm,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,,I,R,R,M,R,,,,,R,R,I,I,,,R,,R,R,R,R
COMM-331,InteRcultuRal Comm,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,,I,R,R,M,R,,,,,R,R,I,I,,,R,,R,R,R,R
COMM-336,InteRpeRsonal Comm,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,R,R,,M,R,R,M,,,,,,,,,,,,M,M,M,M,R,M
COMM-340,GRp Dynam & LdRshp,JOUR,Journalism And Communication,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-391,Communication PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,R,R,R,R,R,R
COMM-397,Communication RsRch,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,I,R,R,R,,,R
COMM-406,PeRsuasion & PRopaganda,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,R,R,,,,,,,,,,,,,,,,,,M,M,R,R,R
COMM-415,PoRtfolio & CaReeR,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,M,M,M,M,M,R,R,R,M,,,,,,,,,,,,,,,,
COMM-420,PRof & Tech WRiting,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,,R,R,R,,R,R,R,R,,R,R
COMM-427,Mass Media Law & Ethics,JOUR,Journalism And Communication,3,UG,LEC,,,,,,,,,,,,,,,,,M,M,M,M,,M,M,M,M,M,M,M
COMM-465,Topics,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMM-488,Mass Comm & Society,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,,M,M,M,,M,M
COMM-492,Communication InteRnship,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,M,M,M,,,M,M,M,,M,M
COMM-ALD,Media & Communication,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRTF-LD,Communications - LoweR Div,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-105,WRiting foR Media,JOUR,Journalism And Communication,3,UG,LEC,I,I,I,I,I,I,I,,,,,,I,,,I,I,I,I,I,,,I,I,I,,I,I
JOUR-175,Communication WoRkshop,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-205,News RepoRting,JOUR,Journalism And Communication,3,UG,LEC,R,R,I,R,R,R,R,I,I,I,I,I,R,I,I,R,R,R,R,R,I,I,I,R,R,I,R,R
JOUR-245,SenioR PRoject,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-265,Topics In Communication,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-291,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,
JOUR-313,Publication Editing,JOUR,Journalism And Communication,3,UG,LEC,R,R,,R,R,R,R,R,R,R,,,,,,,R,R,R,R,,,,,R,R,R,R
JOUR-316,Mag & FeatuRe ARt WRtg,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,R,M,M,M,,R,R,R,R,R,M,M
