courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
ENGL-308,CReative WRiting:PoetRy,ENGL,English,3,UG,LEC,R,,,R,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R
ENGL-309,Readings in English,ENGL,English,1,UG,LEC,,,,,,,,R,,,R,,,,,,,R,,,,,,,,,,
ENGL-313,ExpositoRy WRiting,ENGL,English,3,UG,LEC,R,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R
ENGL-317,IntRo to Linguistics,ENGL,English,3,UG,LEC,,R,,R,,,,R,R,,R,R,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R
ENGL-320,RhetoRic:PeRf ARgument,ENGL,English,3,UG,LEC,,R,,R,,,,R,R,,R,R,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R
ENGL-414,Map Publication Maze,ENGL,English,3,UG,LEC,R,R,,R,R,R,R,R,,M,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R
ENGL-420,Tech & PRof WRiting,ENGL,English,3,UG,LEC,M,R,,R,R,R,R,R,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
ENGL-460,SR RsRch PRoj in Engl,ENGL,English,1,UG,RSCH,M,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,M,M,M,M,,M,R,R,R,M,M
ENGL-465,Topics in English,ENGL,English,1,UG,LEC,R,R,,R,,,,,R,,R,,,,,,,R,,R,R,,R,,,,,
ENGL-476,PRacticum: ESL,ENGL,English,1,UG,LEC,R,R,R,R,M,R,M,R,R,M,R,R,R,R,R,R,R,M,M,M,M,R,M,R,R,R,M,M
ENGL-491,English PRacticum,ENGL,English,0,UG,PRAC,R,R,R,R,M,R,M,R,R,M,R,R,R,R,R,R,R,M,M,M,M,R,M,R,R,R,M,M
ENGL-493,English InteRnship,ENGL,English,0,UG,INT,R,R,R,R,M,R,M,R,R,M,R,R,R,R,R,R,R,M,M,M,M,R,M,R,R,R,M,M
GEOG-204,WoRld GeogRaphy,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,R,R,R,I,I,I,R,I,R,R,R,R,R,R,I,R,I,M,R,R,R,R,M,M
HIST-130,IntRo Hist of Science,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,R,R,R,I,R,I,I,R,R,R,R,R,R,R,I,R,I,R,R,I,R,I,I,R
HIST-140,IntRo AfRican-AmeR Hist,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,R,R,R,R,R,I,R,I,R,I,I,R,I,I,I,R,I,I,I,I,I,R,R,R
HIST-145,AmeRican Civil WaR,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-154,US Hist ThR Civil WaR,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-154T,US Hist thR Civil WaR,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-155,US Hist snc Civil WaR,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-174,WoRld Soc to 1500,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,,I,I,I,R,I,I,,,R,I,,I,,,I,I,I,I,I,I,I
HIST-175,WoRld Soc Since 1500,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,R,I,I,,,R,I,,I,,,I,I,I,I,I,I,I
HIST-250,Women in AmeRican Hist,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,R,I,I,,,R,,,I,I,I,I,I,I,I,R,R,R
HIST-260,NoRth AmeR EnviR Hist,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,,I,,,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-265,Topics in HistoRy,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-280,H:Technology & PoweR,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
HIST-294,InteRnational Study TouR,HIST,History And Political Studies,3,UG,TOUR,,,I,,R,I,I,I,I,I,R,I,I,I,R,R,R,,,R,,I,,I,R,R,R,R
HIST-296,U.S. Study TouR,HIST,History And Political Studies,3,UG,TOUR,,,I,,R,I,I,I,I,I,R,I,I,I,R,R,R,I,I,R,I,I,,I,R,R,R,R
HIST-298,HistoRiogRaphy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,I,R,R,R,I,R,R,R,R,R,R,I,I,R,R,R,I,R,R
HIST-312,Hist & Political Geog,HIST,History And Political Studies,3,UG,LEC,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-345,Mid EstRn Pol & Hist,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-351,Colonial Latin AmeRica,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,I,R,I,R,I,R,R,I,R,R,R,I,I,R,R,R,R,R,R
HIST-352,19th CentuRy AmeRica,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,I,R,I,R,I,R,R,I,R,R,R,I,I,R,R,R,R,R,R
HIST-353,FRom Colony To Nation,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-356,Race/Ethn/Immig Am Hist,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-357,ModeRn AmeRica,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-359,AmeRica At Play,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,I,R,R,R,R,R,R
HIST-363,Ch ChuRchI:FR EaRly Ch-M-Ages,HIST,History And Political Studies,3,UG,LEC,I,I,R,R,R,R,R,R,R,I,R,,R,,I,R,I,R,I,I,,I,I,R,I,R,R,R
HIST-364,Ch ChuRch I:FR EaRly Ch-M Age,HIST,History And Political Studies,3,UG,LEC,R,R,R,I,R,R,R,R,R,I,R,,R,,I,R,I,R,R,I,,I,R,R,I,R,R,R
HIST-365,Ch ChuRch I:FRom Ref-20th Cen,HIST,History And Political Studies,3,UG,LEC,I,I,R,R,R,R,R,R,R,I,R,,R,,I,R,I,R,R,I,,I,R,R,I,R,R,R
HIST-366,Ch ChuRchI:FR Ref-20th Cent,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,I,R,,R,,I,R,I,R,I,I,,I,I,R,I,R,R,R
HIST-372,ModeRn China,HIST,History And Political Studies,3,UG,LEC,R,R,R,I,R,R,R,R,R,I,R,,R,,I,R,I,R,R,I,,I,R,R,I,R,R,R
HIST-374,HistoRy of England,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,,R,I,I,R,I,R,R,I,I,I,R,R,R,R,R,R
HIST-375,Ancient GReece & Rome,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,I,I,R,R,R,R,R,,R,I,I,R,I,R,R,I,I,I,R,R,R,R,R,R
HIST-379,AmeRican FoReign Policy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-380,"PiRates, Captives, & Slaves",HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-386,Medieval EuRope,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-387,EuRope 19th CentuRy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,I,I,R,R,R,R,R,,R,I,I,R,I,R,R,I,I,I,R,R,R,R,R,R
HIST-388,Contemp EuRope,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,I,I,I,I,I,R,R,I,I,I,I,I,I,I,R,R
HIST-389,Hist of the Holocaust,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-450,HistoRy SeminaR,HIST,History And Political Studies,3,UG,LEC,M,M,M,M,M,M,M,M,M,I,I,I,R,I,I,R,R,R,R,I,I,I,M,M,M,I,M,M
HIST-464,Topics in HistoRy,HIST,History And Political Studies,1,UG,LEC,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-465,Topics in HistoRy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,,R,R,R,R,R,R,I,R,R,R,I,R,R,R,R,R
HIST-471,WstRn Pol ThR Renaissance,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-472,WstRn Pol Snc Renaissance,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HIST-490,SenioR Exam PRep,HIST,History And Political Studies,1,UG,LEC,,M,M,M,M,M,M,M,M,,,,M,,,R,,,M,R,M,M,M,M,M,R,R,R
HIST-494,InteRnational Study TouR,HIST,History And Political Studies,3,UG,TOUR,,,I,I,I,I,I,I,I,I,R,R,R,I,R,R,R,R,R,R,I,I,R,R,R,I,R,R
HIST-496,U.S. Study TouR,HIST,History And Political Studies,3,UG,TOUR,,,I,I,I,I,I,I,I,I,R,R,R,I,R,R,R,R,R,R,I,I,R,R,R,I,R,R
HIST-497,RsRch Meth HistoRy,HIST,History And Political Studies,3,UG,RSCH,M,M,M,M,M,M,M,M,M,M,M,R,R,R,R,R,R,R,M,M,M,M,M,M,M,M,M,M
HMNT-151,H:LeaRning:An IntRo,HIST,History And Political Studies,1,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,I,I,I,I,I
HMNT-205,"StoRies, StRuctuRe & Song",HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,I,I,I,I,I
HMNT-211,IntRo to Philosophy,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,R,R,R,R,R
HMNT-251,H:Phil & PRac of RsRch,HIST,History And Political Studies,1,UG,LEC,I,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HMNT-294,Chinese CultuRal & Pol Studies,HIST,History And Political Studies,1,UG,LEC,,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
HMNT-451,H:InteRdis Studies:Belief,HIST,History And Political Studies,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,M,M,M,M,M,M,M,M,M,M
HMNT-452,H:InteRdisc Studies:Doubt,HIST,History And Political Studies,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,M,M,M,M,M,M,M,M,M,M
HMNT-494,Chinese CultuRal & Pol Studies,HIST,History And Political Studies,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,M,M,M,M,M,M
INDV-110,Human Rights & SeRvice,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
INDV-220,Int'l Rel & Global Politcs,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
INDV-230,Int'l ORg in Int'l Development,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
INDV-250,CRoss-CultuRal ExpeRience,HIST,History And Political Studies,3,UG,LEC,,,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,I,I,M,I,I,I,M,M,M,M,M
INDV-265,Topics in INDV,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,,,,,,,,,,,,,,,,,,,,,,,,
INDV-291,PRacticum,HIST,History And Political Studies,3,UG,PRAC,,,I,I,R,R,R,R,I,R,I,I,I,I,R,R,R,R,I,R,I,I,M,M,M,M,M,M
INDV-320,Issues in Dev and Ethics,HIST,History And Political Studies,2,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,M,M,,M,M,R,R,R,R,R,R,M,M,M,M,M
INDV-350,Sustainable AgRicultuRe,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,R,R,R,R,R,I,I,I,I,I,I,,,,,
INDV-360,Political Economy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,I,I,I,I,R,,,R,,,,I,I,R,R,R,M,M,R,R,I,I,I,I
INDV-370,Policies in Global Health,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,I,I,I,I,R,,,R,R,R,R,I,I,R,R,R,M,M,R,R,I,I,I,I
INDV-465,Topics in INDV,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,
INDV-480,ReseaRch Methods,HIST,History And Political Studies,3,UG,LEC,M,M,M,M,R,R,R,R,R,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
INDV-490,ORal Exam,HIST,History And Political Studies,1,UG,LEC,,M,M,M,M,M,M,M,M,,I,I,I,,,,,R,R,,M,M,M,M,M,M,M,M
INDV-491,PRacticum,HIST,History And Political Studies,3,UG,LEC,,,I,R,R,R,R,R,I,R,I,I,I,I,R,R,R,R,I,R,I,I,M,M,M,M,M,M
INDV-495,DiRected Study,HIST,History And Political Studies,1,UG,LEC,I,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,
INDV-498,SenioR Capstone,HIST,History And Political Studies,0,UG,LEC,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,I,I,I,I,R,R,R,R,R
INDV-499,ORal Exam,HIST,History And Political Studies,1,UG,LEC,,M,M,M,M,M,M,M,,,,,M,,,R,,,M,R,M,M,M,M,M,R,R,R
INDV-LD,Int'l Dev Studies-LoweR Div,HIST,History And Political Studies,1,UG,LEC,I,I,R,I,,,,,,,,,,,,,,,,,,,,,,,,
PLSC-103,TRial Advocacy Basics,HIST,History And Political Studies,1,UG,LEC,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PLSC-224,PRin MacRoeconomics,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,,,,,,,,,I,I,I,I,I,I,,,,,
PLSC-254,AmeR Nation & State Gov,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I
PLSC-260,CompaRative Politics,HIST,History And Political Studies,3,UG,LEC,I,I,I,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-265,Topics in Political Science,HIST,History And Political Studies,1,UG,LEC,I,I,R,I,,,,,,,,,,,,,,,,,,,,,,,,
PLSC-291,Political Sci PRac,HIST,History And Political Studies,0,UG,LEC,,,I,I,R,R,R,R,I,R,I,I,I,I,R,R,R,R,I,R,I,I,M,M,M,M,M,M
PLSC-292,Political Science InteRnship,HIST,History And Political Studies,9,UG,LEC,,,I,I,R,R,R,R,I,R,I,I,I,I,R,R,R,R,I,R,I,I,M,M,M,M,M,M
PLSC-310,Moot CouRt,HIST,History And Political Studies,1,UG,LEC,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PLSC-320,TN InteRcollegiate State,HIST,History And Political Studies,1,UG,LEC,,R,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
PLSC-330,US Constitutional Law,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-345,Mid EstRn Pol & Hist,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-353,FRom Colony to Nation,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-356,Race/Ethn/Immig Am Hist,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-357,ModeRn AmeRica,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-372,ModeRn China,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-379,AmeRican FoReign Policy,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-388,Contemp EuRope,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-450,Legal WRtg & RsRch,HIST,History And Political Studies,3,UG,LEC,M,M,R,M,R,R,R,R,R,R,R,R,R,R,R,R,R,M,M,R,R,R,R,R,R,R,R,R
PLSC-465,Topics in Political Science,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,
PLSC-471,WstRn Pol ThR Renaissance,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-472,WstRn Pol Snc Renaissance,HIST,History And Political Studies,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
PLSC-490,ORal Exam,HIST,History And Political Studies,1,UG,LEC,,M,M,M,M,M,M,M,,,,,M,,,,,,M,R,M,M,M,M,M,R,R,R
PLSC-491,Political Sci PRac,HIST,History And Political Studies,0,UG,PRAC,,,I,R,R,R,R,R,I,R,I,I,I,I,R,R,R,R,I,R,I,I,M,M,M,M,M,M
PLSC-498,SenioR Capstone,HIST,History And Political Studies,0,UG,LEC,,M,M,M,M,M,M,M,,,,,M,,,R,,,M,R,M,M,M,M,M,R,R,R
MATH-200,Elem LineaR AlgebRa,MATH,Mathematics,2,UG,LEC,,I,,,R,R,,,R,,,,,,,,R,R,R,R,,,,,,,R,R
MATH-201,InteRm LineaR Alg,MATH,Mathematics,3,UG,LEC,,I,,,R,R,,,R,,,,,,,,R,R,R,R,,,,,,,R,R
MATH-205,TutoRing in Math,MATH,Mathematics,1,UG,LEC,,,,,,,,I,R,I,I,,I,I,I,I,I,I,I,I,,,,,I,I,I,I
MATH-215,Statistics,MATH,Mathematics,3,UG,LEC,,I,I,,I,R,,,R,R,,,I,I,I,I,R,R,R,R,I,I,I,I,,,I,R
MATH-218,Calculus II,MATH,Mathematics,4,UG,LEC,,,,,R,R,,,R,R,,,,,,,R,R,R,R,,,,,,,R,R
MATH-219,Set TheoRy & Logic,MATH,Mathematics,3,UG,LEC,I,I,,I,R,R,,,R,I,,,,,,,R,R,R,R,,,,,,,I,R
MATH-265,Topics in Mathematics,MATH,Mathematics,1,UG,LEC,,,,,R,R,,,R,,,,,,,,R,R,R,R,,,,,,,R,R
MATH-280,DiscRete Math StRuctuRe,MATH,Mathematics,3,UG,LEC,,I,,I,I,I,,,I,I,,,,,,,I,I,,I,,,,,,,I,
MATH-305,TutoRing in Math,MATH,Mathematics,1,UG,LEC,,,,,,,,I,R,R,R,,R,R,R,R,R,R,R,R,,,,,R,R,R,R
MATH-312,HistoRy of Math,MATH,Mathematics,3,UG,LEC,R,R,M,R,M,M,,R,R,,R,,,,,,R,R,R,R,,,,,M,R,R,R
MATH-315,DiffeRential Equations,MATH,Mathematics,3,UG,LEC,,,,,M,M,,,R,I,,,,,,,R,R,R,R,,,,,,,I,M
MATH-316,PaRtial Diff Equations,MATH,Mathematics,3,UG,LEC,,R,,,M,M,,,M,R,,,,,,,R,R,R,R,,,,,,,R,M
MATH-317,Complex VaRiables,MATH,Mathematics,3,UG,LEC,,R,,,M,M,,,M,,,,,,,,R,R,R,R,,,,,,,M,M
MATH-318,AbstRact AlgebRa,MATH,Mathematics,3,UG,LEC,R,M,,R,M,M,,,M,M,,,,,,,M,M,M,M,,,,,,,M,M
MATH-320,NumeRical Analysis,MATH,Mathematics,3,UG,LEC,,R,,,M,M,,,M,,,,,,,,R,R,R,R,,,,,,,R,M
MATH-327,PRobability & Statistics,MATH,Mathematics,4,UG,LEC,,R,,,M,M,,,M,R,,,,,,,M,M,M,M,R,,R,R,,,R,M
MATH-329,ActuaRial Exam P PRep,MATH,Mathematics,3,UG,LEC,,R,I,,M,M,,R,M,M,,,R,,,,R,R,R,R,R,R,R,M,M,,M,M
MATH-410,Real Analysis,MATH,Mathematics,3,UG,LEC,R,M,,R,M,M,,,M,M,,,,,,,M,M,M,M,,,,,,,M,M
MATH-415,GeometRy,MATH,Mathematics,3,UG,LEC,R,M,,R,M,M,,,M,M,,,,,,,M,M,M,M,,,,,,,M,M
MATH-465,Topics in Math,MATH,Mathematics,3,UG,LEC,,,,,R,R,,,R,,,,,,,,R,R,R,R,,,,,,,R,R
MATH-485,Math SeminaR,MATH,Mathematics,1,UG,LEC,M,M,R,M,M,M,,R,R,M,,,R,R,R,R,R,R,R,R,R,,R,R,R,,R,M
MATH-486,Math SeminaR I,MATH,Mathematics,1,UG,LEC,M,M,M,M,M,M,,M,M,M,,,M,R,R,R,M,M,M,M,M,,M,M,M,,M,M
MATH-490,SenioR Capstone,MATH,Mathematics,1,UG,LEC,,M,R,,M,M,,R,R,R,,,,,,,M,M,M,M,,,,M,M,,M,M
MATH-GR,Math GRaduate TRansfeR CouRse,MATH,Mathematics,3,GR,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACA-050,Adventist Colleges AbRoad,MDLG,Modern Languages,0,UG,LEC,I,,,I,,I,I,,,I,I,I,I,I,,I,I,,I,I,,,,,,,,
ARAB-121,Basic ConveRsation,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAB-131,Basic WRiting,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAB-141,Basic Reading,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAB-260,CuRRent Events in ARab WoRld,MDLG,Modern Languages,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAB-270,ARab People and TheiR CultuRe,MDLG,Modern Languages,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARAB-280,Religion,MDLG,Modern Languages,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-101,AmeR Sign Lang I,MDLG,Modern Languages,3,UG,LEC,,,I,I,,I,I,I,I,I,I,I,I,,,I,I,,I,I,,,,,,,,
ASL-101L,AmeR Sign Lang I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-102,AmeR Sign Lang I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-102L,AmeR Sign Lang I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-207,InteRmed ASL I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-207L,InteRmed ASL I Lab,MDLG,Modern Languages,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-208,InteRm ASL I,MDLG,Modern Languages,3,UG,LEC,,,M,M,,M,M,M,M,M,M,M,M,,,M,M,,M,M,,,,,,,,
ASL-208L,InteRm AmeR Sign Lang I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-250,Deaf CultuRe,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-265,Topics AmeRican Sign Language,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,I,,,,,,,,,,,,
ASL-340,ASL Linguistics,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASL-465,Topics AmeRican Sign Language,MDLG,Modern Languages,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-101,Elem FRench I,MDLG,Modern Languages,3,UG,LEC,,,I,I,,I,I,I,I,I,,I,I,,,I,I,,I,I,,,,,,,,
FREN-101L,Elem FRench I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-102,Elem FRench I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-102L,Elem FRench I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-207,InteRm FRench I,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-207L,InteRm FRen I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-208,InteRm FRench I,MDLG,Modern Languages,3,UG,LEC,,,M,M,,M,M,M,M,M,,M,M,,,M,M,,M,M,,,,,,,,
FREN-208L,InteRm FRen I Lab,MDLG,Modern Languages,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN-244,FRen Comp & Conv,MDLG,Modern Languages,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
